Time stamp,LG 14,LG 15,LG 16,LG 17,LG 18,LG 19,LG 20,dataset_id
2016-09-02 09:45:00,289.0,2688.0,64.628,16.5,312.0,14.38,872,1
2016-09-02 10:00:00,280.0,2684.8,66.26,16.44,298.2,13.44,896,1
2016-09-02 10:15:00,267.0,2689.6,63.976,17.76,119.4,14.38,852,1
2016-09-02 10:30:00,312.0,2686.4,62.344,17.94,112.2,13.78,826,1
2016-09-02 10:45:00,311.0,2696.0,62.344,20.04,237.6,15.18,822,1
2016-09-02 11:00:00,277.0,2678.4,61.688,14.94,254.4,16.22,866,1
2016-09-02 11:15:00,289.0,2678.4,60.712,18.42,265.8,13.94,878,1
2016-09-02 11:30:00,288.0,2672.0,62.996,21.48,267.6,15.02,898,1
2016-09-02 11:45:00,288.0,2668.8,64.3,21.12,271.2,14.16,860,1
2016-09-02 12:00:00,277.0,2680.0,67.24,17.7,273.6,14.22,770,1
2016-09-02 12:15:00,233.0,2667.2,65.28,6.12,264.6,12.92,758,1
2016-09-02 12:30:00,226.0,2675.2,65.932,4.86,265.2,12.5,780,1
2016-09-02 12:45:00,239.0,2692.8,67.892,4.08,256.2,15.12,772,1
2016-09-03 02:00:00,83.0,2625.6,5.548,0.9,34.2,9.7,490,2
2016-09-03 02:15:00,86.0,2622.4,5.224,0.66,31.2,9.84,422,2
2016-09-03 02:30:00,93.0,2616.0,5.548,0.72,33.6,9.28,420,2
2016-09-03 02:45:00,84.0,2619.2,5.548,0.96,29.4,12.84,420,2
2016-09-03 03:00:00,88.0,2625.6,5.548,1.26,32.4,15.64,418,2
2016-09-03 03:15:00,83.0,2640.0,5.224,0.9,30.6,8.7,418,2
2016-09-03 03:30:00,93.0,2632.0,5.548,1.02,24.6,6.32,424,2
2016-09-03 03:45:00,78.0,2614.4,5.224,0.72,25.2,5.76,426,2
2016-09-03 04:00:00,82.0,2606.4,8.16,0.66,25.2,5.68,428,2
2016-09-03 04:15:00,88.0,2622.4,5.548,0.96,24.6,6.54,440,2
2016-09-03 04:30:00,96.0,2612.8,5.548,0.9,28.2,8.44,434,2
2016-09-03 04:45:00,82.0,2620.8,5.224,0.9,25.8,5.46,440,2
2016-09-03 05:00:00,86.0,2614.4,5.548,0.72,25.2,7.48,450,2
2016-09-03 05:15:00,86.0,2630.4,5.548,0.72,24.6,10.82,462,2
2016-09-03 05:30:00,95.0,2616.0,5.224,0.84,25.8,9.62,470,2
2016-09-03 05:45:00,91.0,2598.4,5.876,1.08,27.0,11.84,468,2
2016-09-03 06:00:00,83.0,2601.6,5.548,0.96,112.8,12.98,476,2
2016-09-03 06:15:00,84.0,2590.4,5.548,0.72,286.2,9.78,470,2
2016-09-03 06:30:00,134.0,2604.8,7.832,0.6,260.4,9.24,452,2
2016-09-03 06:45:00,150.0,2593.6,5.548,0.84,259.8,9.28,440,2
2016-09-03 07:00:00,145.0,2611.2,5.548,0.78,256.8,7.8,440,2
2016-09-03 07:15:00,150.0,2587.2,5.876,0.84,251.4,14.12,436,2
2016-09-03 07:30:00,159.0,2604.8,5.224,0.6,250.8,12.38,440,2
2016-09-03 07:45:00,147.0,2616.0,5.548,0.6,237.0,7.06,436,2
2016-09-03 08:00:00,145.0,2619.2,5.548,0.84,227.4,8.44,430,2
2016-09-03 08:15:00,143.0,2608.0,5.224,2.88,235.8,8.86,434,2
2016-09-03 08:30:00,158.0,2598.4,5.876,1.92,243.0,7.98,430,2
2016-09-03 08:45:00,145.0,2596.8,5.548,1.56,236.4,14.04,426,2
2016-09-03 09:00:00,144.0,2603.2,8.16,3.0,250.8,7.44,426,2
2016-09-03 09:15:00,142.0,2616.0,6.2,1.8,253.8,5.94,428,2
2016-09-03 09:30:00,152.0,2603.2,8.488,1.62,244.8,5.14,426,2
2016-09-03 09:45:00,147.0,2596.8,7.18,1.56,245.4,3.54,434,2
2016-09-03 10:00:00,139.0,2609.6,7.18,1.86,239.4,3.82,408,2
2016-09-03 10:15:00,141.0,2616.0,6.528,2.28,95.4,4.12,412,2
2016-09-03 10:30:00,144.0,2630.4,6.2,1.86,85.8,3.66,414,2
2016-09-03 10:45:00,135.0,2636.8,5.876,1.26,270.6,4.1,416,2
2016-09-03 11:00:00,144.0,2632.0,5.548,1.08,256.8,4.08,408,2
2016-09-03 11:15:00,153.0,2609.6,5.548,0.84,234.0,3.48,408,2
2016-09-03 11:30:00,150.0,2614.4,8.16,0.9,237.6,3.6,412,2
2016-09-03 11:45:00,148.0,2627.2,7.832,1.32,246.0,3.78,418,2
2016-09-03 12:00:00,157.0,2656.0,5.548,1.32,246.0,3.38,418,2
2016-09-03 12:15:00,126.0,2651.2,5.876,1.2,230.4,3.48,410,2
2016-09-03 12:30:00,120.0,2649.6,5.224,1.32,236.4,3.56,414,2
2016-09-03 12:45:00,115.0,2648.0,5.224,1.14,228.6,3.6,412,2
2016-09-03 13:00:00,128.0,2632.0,5.876,1.2,178.8,3.46,416,2
2016-09-03 13:15:00,125.0,2648.0,5.548,1.26,148.8,3.36,406,2
2016-09-03 13:30:00,124.0,2652.8,5.548,1.26,163.2,3.5,410,2
2016-09-03 13:45:00,116.0,2657.6,5.548,1.32,154.2,3.56,406,2
2016-09-04 03:00:00,82.0,2612.8,5.224,0.6,21.6,7.12,338,3
2016-09-04 03:15:00,79.0,2614.4,5.548,0.96,19.8,6.6,336,3
2016-09-04 03:30:00,97.0,2595.2,7.832,0.9,19.8,5.08,338,3
2016-09-04 03:45:00,84.0,2593.6,5.548,0.84,19.2,5.4,332,3
2016-09-04 04:00:00,82.0,2592.0,5.224,0.66,19.8,5.18,334,3
2016-09-04 04:15:00,88.0,2580.8,5.876,0.66,18.6,7.38,332,3
2016-09-04 04:30:00,94.0,2596.8,5.548,0.84,19.8,6.92,326,3
2016-09-04 04:45:00,80.0,2603.2,5.548,0.9,21.0,4.74,326,3
2016-09-04 05:00:00,81.0,2622.4,5.224,0.78,22.2,5.02,320,3
2016-09-04 05:15:00,79.0,2582.4,5.548,0.66,19.8,4.96,326,3
2016-09-04 05:30:00,109.0,2574.4,5.224,0.78,18.6,5.26,324,3
2016-09-04 05:45:00,111.0,2568.0,8.16,0.9,20.4,7.6,338,3
2016-09-04 06:00:00,110.0,2587.2,5.548,0.9,18.6,5.6,330,3
2016-09-04 06:15:00,109.0,2592.0,5.548,0.72,19.2,4.8,330,3
2016-09-04 06:30:00,120.0,2596.8,5.548,0.6,18.6,5.54,330,3
2016-09-04 06:45:00,114.0,2596.8,5.548,0.66,19.8,3.92,332,3
2016-09-04 07:00:00,113.0,2600.0,5.548,0.54,16.8,6.1,328,3
2016-09-04 07:15:00,109.0,2572.8,5.548,0.54,20.4,4.98,326,3
2016-09-04 07:30:00,116.0,2580.8,5.224,0.6,16.2,3.92,328,3
2016-09-04 07:45:00,109.0,2585.6,5.548,0.84,16.8,4.02,328,3
2016-09-04 08:00:00,109.0,2596.8,5.548,0.84,17.4,3.9,332,3
2016-09-04 08:15:00,112.0,2574.4,7.508,0.78,16.8,3.38,330,3
2016-09-04 08:30:00,121.0,2569.6,5.548,0.84,25.8,3.58,334,3
2016-09-04 08:45:00,108.0,2569.6,6.2,0.48,25.8,3.76,330,3
2016-09-04 09:00:00,122.0,2564.8,5.548,0.66,27.6,3.26,332,3
2016-09-04 09:15:00,125.0,2568.0,5.224,0.72,26.4,3.3,328,3
2016-09-04 09:30:00,117.0,2569.6,5.548,0.96,27.0,3.24,328,3
2016-09-04 09:45:00,117.0,2561.6,5.224,1.02,27.0,3.58,324,3
2016-09-04 10:00:00,110.0,2566.4,5.876,0.84,28.2,3.3,326,3
2016-09-04 10:15:00,121.0,2555.2,5.548,0.84,27.6,3.34,330,3
2016-09-04 10:30:00,118.0,2572.8,7.832,0.6,19.8,3.3,332,3
2016-09-04 10:45:00,118.0,2558.4,5.548,0.6,18.6,3.36,342,3
2016-09-04 11:00:00,123.0,2561.6,5.224,0.84,20.4,6.3,340,3
2016-09-04 11:15:00,128.0,2564.8,5.548,0.78,19.2,8.02,340,3
2016-09-04 11:30:00,119.0,2560.0,5.876,0.84,18.6,5.52,338,3
2016-09-04 11:45:00,122.0,2556.8,5.548,0.78,19.2,10.0,352,3
2016-09-04 12:00:00,136.0,2553.6,5.548,0.6,18.0,7.48,340,3
2016-09-04 12:15:00,110.0,2548.8,5.548,2.16,20.4,4.68,346,3
2016-09-04 12:30:00,114.0,2564.8,5.224,1.2,19.2,4.62,344,3
2016-09-04 12:45:00,113.0,2542.4,4.896,1.02,19.8,4.06,344,3
2016-09-04 13:00:00,123.0,2548.8,8.16,1.02,18.0,3.6,348,3
2016-09-04 13:15:00,112.0,2564.8,4.896,0.9,18.6,3.56,344,3
2016-09-04 13:30:00,113.0,2569.6,5.224,0.78,19.8,4.08,348,3
2016-09-04 13:45:00,119.0,2553.6,4.896,0.84,19.8,6.14,344,3
2016-09-04 14:00:00,112.0,2547.2,4.896,1.08,20.4,3.54,346,3
2016-09-04 14:15:00,115.0,2560.0,5.224,1.2,19.2,3.42,344,3
2016-09-04 14:30:00,111.0,2571.2,5.548,0.78,18.0,3.82,346,3
2016-09-04 14:45:00,119.0,2563.2,4.896,0.9,17.4,4.46,342,3
2016-09-05 04:00:00,73.0,2532.8,58.424,0.84,187.2,8.74,752,4
2016-09-05 04:15:00,69.0,2534.4,56.14,1.02,192.0,5.2,760,4
2016-09-05 04:30:00,66.0,2516.8,56.468,0.9,174.6,4.96,718,4
2016-09-05 04:45:00,66.0,2518.4,54.836,2.46,192.6,4.92,786,4
2016-09-05 05:00:00,81.0,2521.6,58.1,0.9,171.0,5.1,796,4
2016-09-05 05:15:00,71.0,2524.8,56.792,0.66,190.2,8.76,800,4
2016-09-05 05:30:00,118.0,2536.0,55.488,0.66,184.2,5.42,722,4
2016-09-05 05:45:00,153.0,2534.4,56.14,0.78,201.0,5.24,762,4
2016-09-05 06:00:00,158.0,2542.4,52.876,0.96,226.8,7.4,778,4
2016-09-05 06:15:00,188.0,2560.0,56.14,0.84,265.2,10.2,784,4
2016-09-05 06:30:00,200.0,2577.6,54.836,0.9,303.0,15.52,836,4
2016-09-05 06:45:00,235.0,2592.0,57.448,8.16,322.8,13.96,872,4
2016-09-05 07:00:00,237.0,2604.8,58.1,2.1,345.0,16.98,888,4
2016-09-05 07:15:00,254.0,2627.2,68.216,15.24,390.6,12.44,912,4
2016-09-05 07:30:00,265.0,2617.6,68.872,20.94,397.2,10.4,930,4
2016-09-05 07:45:00,281.0,2632.0,67.564,27.66,350.4,9.42,942,4
2016-09-05 08:00:00,277.0,2627.2,64.3,22.2,344.4,8.84,974,4
2016-09-05 08:15:00,278.0,2635.2,65.28,23.64,370.2,11.06,960,4
2016-09-05 08:30:00,277.0,2635.2,64.952,25.8,375.0,12.08,960,4
2016-09-05 08:45:00,276.0,2648.0,61.036,19.74,367.2,12.9,1018,4
2016-09-05 09:00:00,264.0,2628.8,65.28,15.72,366.0,13.36,1042,4
2016-09-05 09:15:00,260.0,2630.4,68.544,5.16,418.2,11.1,1036,4
2016-09-05 09:30:00,285.0,2619.2,60.056,13.44,430.8,10.32,1044,4
2016-09-05 09:45:00,261.0,2619.2,62.996,18.66,403.8,10.38,1090,4
2016-09-05 10:00:00,244.0,2635.2,60.712,19.62,392.4,10.34,1094,4
2016-09-05 10:15:00,253.0,2649.6,62.344,17.22,181.2,10.56,1092,4
2016-09-05 10:30:00,275.0,2648.0,62.344,20.7,170.4,11.04,1104,4
2016-09-05 10:45:00,265.0,2625.6,62.996,22.5,286.8,14.42,1074,4
2016-09-05 11:00:00,269.0,2611.2,66.584,22.8,294.6,10.84,1050,4
2016-09-05 11:15:00,266.0,2592.0,67.564,21.78,347.4,11.1,1058,4
2016-09-05 11:30:00,272.0,2603.2,69.848,19.92,387.6,12.48,1100,4
2016-09-05 11:45:00,264.0,2636.8,70.828,20.04,404.4,14.32,1116,4
2016-09-05 12:00:00,261.0,2630.4,72.46,19.74,391.8,14.36,1078,4
2016-09-05 12:15:00,290.0,2622.4,71.156,10.2,414.6,14.68,1028,4
2016-09-05 12:30:00,267.0,2624.0,65.28,4.74,458.4,15.8,1014,4
2016-09-05 12:45:00,284.0,2627.2,62.344,14.28,422.4,17.74,986,4
2016-09-05 13:00:00,270.0,2638.4,63.976,24.06,419.4,12.36,1002,4
2016-09-05 13:15:00,289.0,2628.8,64.952,22.5,415.2,11.72,1014,4
2016-09-05 13:30:00,277.0,2608.0,65.932,19.14,423.0,11.7,1002,4
2016-09-05 13:45:00,268.0,2620.8,67.24,17.52,412.2,10.98,998,4
2016-09-05 14:00:00,254.0,2636.8,68.216,17.1,399.6,8.8,952,4
2016-09-05 14:15:00,233.0,2632.0,70.176,14.58,409.2,9.08,924,4
2016-09-05 14:30:00,247.0,2633.6,70.504,13.74,414.0,11.58,934,4
2016-09-05 14:45:00,242.0,2630.4,63.32,13.2,384.6,8.44,912,4
2016-09-05 15:00:00,249.0,2600.0,62.996,15.24,369.0,8.78,912,4
2016-09-05 15:15:00,237.0,2606.4,67.24,11.88,392.4,9.06,920,4
2016-09-05 15:30:00,246.0,2625.6,59.08,12.84,331.2,14.0,904,4
2016-09-05 15:45:00,262.0,2630.4,65.28,15.66,310.2,16.4,868,4
2016-09-06 05:00:00,89.0,2542.4,57.12,0.96,231.6,13.76,1076,5
2016-09-06 05:15:00,114.0,2528.0,61.364,0.9,225.6,12.24,1062,5
2016-09-06 05:30:00,145.0,2528.0,61.036,0.9,218.4,11.84,1098,5
2016-09-06 05:45:00,163.0,2545.6,60.056,1.08,217.2,12.4,1104,5
2016-09-06 06:00:00,196.0,2539.2,53.528,1.08,247.8,10.4,1130,5
2016-09-06 06:15:00,204.0,2566.4,59.732,0.9,287.4,11.84,1126,5
2016-09-06 06:30:00,214.0,2576.0,60.056,1.5,310.8,19.0,1134,5
2016-09-06 06:45:00,209.0,2579.2,58.424,7.98,307.2,16.1,1116,5
2016-09-06 07:00:00,224.0,2590.4,62.016,3.42,308.4,20.26,1118,5
2016-09-06 07:15:00,227.0,2598.4,64.952,10.5,325.2,17.4,1100,5
2016-09-06 07:30:00,251.0,2595.2,58.1,17.64,327.0,15.28,1106,5
2016-09-06 07:45:00,242.0,2592.0,60.384,20.1,334.8,12.08,1148,5
2016-09-06 08:00:00,240.0,2563.2,57.772,14.34,322.2,11.0,1080,5
2016-09-06 08:15:00,270.0,2553.6,60.056,16.8,312.6,14.88,1036,5
2016-09-06 08:30:00,277.0,2556.8,56.792,16.56,310.8,9.88,1058,5
2016-09-06 08:45:00,248.0,2580.8,59.08,16.5,337.8,9.6,930,5
2016-09-06 09:00:00,266.0,2576.0,57.772,15.48,370.8,13.78,942,5
2016-09-06 09:15:00,252.0,2588.8,58.424,9.9,376.2,11.7,944,5
2016-09-06 09:30:00,277.0,2590.4,52.552,10.02,369.0,8.66,968,5
2016-09-06 09:45:00,308.0,2580.8,55.816,9.72,373.8,8.98,986,5
2016-09-06 10:00:00,306.0,2576.0,57.772,11.94,373.8,10.1,964,5
2016-09-06 10:15:00,297.0,2563.2,55.488,11.64,183.6,10.52,954,5
2016-09-06 10:30:00,287.0,2585.6,52.552,9.66,174.6,8.66,958,5
2016-09-06 10:45:00,284.0,2579.2,54.508,14.58,283.2,8.98,952,5
2016-09-06 11:00:00,278.0,2561.6,53.204,13.26,306.6,9.46,970,5
2016-09-06 11:15:00,302.0,2552.0,52.224,12.9,253.2,11.54,970,5
2016-09-06 11:30:00,307.0,2553.6,54.836,17.16,262.2,9.74,998,5
2016-09-06 11:45:00,299.0,2593.6,54.836,14.22,274.2,9.76,980,5
2016-09-06 12:00:00,252.0,2590.4,51.244,13.32,264.0,10.54,950,5
2016-09-06 12:15:00,270.0,2580.8,45.044,7.74,234.0,10.66,968,5
2016-09-06 12:30:00,267.0,2569.6,47.98,4.56,223.2,10.94,982,5
2016-09-06 12:45:00,261.0,2580.8,52.224,9.18,230.4,9.56,1000,5
2016-09-06 13:00:00,276.0,2598.4,54.508,16.32,232.2,11.86,1068,5
2016-09-06 13:15:00,290.0,2604.8,54.836,16.32,225.0,9.46,1050,5
2016-09-06 13:30:00,274.0,2617.6,50.264,17.22,210.0,10.2,1024,5
2016-09-06 13:45:00,276.0,2598.4,53.528,14.94,242.4,9.52,1030,5
2016-09-06 14:00:00,260.0,2574.4,55.16,18.54,241.2,9.46,960,5
2016-09-06 14:15:00,268.0,2577.6,53.204,20.88,232.2,9.92,954,5
2016-09-06 14:30:00,247.0,2593.6,53.856,16.26,249.0,9.24,982,5
2016-09-06 14:45:00,227.0,2606.4,54.184,12.12,244.2,11.24,998,5
2016-09-06 15:00:00,246.0,2616.0,53.856,14.76,242.4,8.72,982,5
2016-09-06 15:15:00,276.0,2606.4,62.996,14.94,249.0,9.42,930,5
2016-09-06 15:30:00,283.0,2563.2,63.648,12.66,241.2,9.58,928,5
2016-09-06 15:45:00,292.0,2568.0,56.792,18.3,259.8,9.92,928,5
2016-09-06 16:00:00,266.0,2576.0,61.688,15.18,242.4,10.0,956,5
2016-09-06 16:15:00,257.0,2574.4,59.404,13.86,222.0,10.5,988,5
2016-09-06 16:30:00,258.0,2587.2,58.1,5.34,211.2,10.38,924,5
2016-09-06 16:45:00,258.0,2585.6,60.056,5.58,165.0,10.84,904,5
2016-09-07 06:00:00,179.0,2448.0,58.1,0.66,228.6,12.26,832,6
2016-09-07 06:15:00,212.0,2494.4,61.364,1.14,258.6,13.34,902,6
2016-09-07 06:30:00,223.0,2486.4,61.036,1.56,275.4,13.8,956,6
2016-09-07 06:45:00,227.0,2480.0,59.732,4.08,288.6,13.3,986,6
2016-09-07 07:00:00,245.0,2492.8,62.668,1.74,301.8,14.5,1026,6
2016-09-07 07:15:00,290.0,2492.8,61.364,11.58,312.0,18.38,1016,6
2016-09-07 07:30:00,292.0,2512.0,61.036,17.4,351.6,15.5,1024,6
2016-09-07 07:45:00,304.0,2528.0,60.384,22.26,343.8,13.82,986,6
2016-09-07 08:00:00,297.0,2518.4,53.528,22.68,345.0,14.7,950,6
2016-09-07 08:15:00,287.0,2520.0,56.468,19.38,321.0,16.64,958,6
2016-09-07 08:30:00,317.0,2524.8,57.12,21.0,329.4,20.16,960,6
2016-09-07 08:45:00,323.0,2512.0,56.468,22.08,345.0,13.04,974,6
2016-09-07 09:00:00,311.0,2508.8,54.184,24.84,371.4,14.3,1026,6
2016-09-07 09:15:00,308.0,2536.0,56.14,12.96,361.8,17.64,1024,6
2016-09-07 09:30:00,335.0,2524.8,51.244,18.12,333.0,14.78,1060,6
2016-09-07 09:45:00,315.0,2542.4,54.836,23.82,374.4,14.08,1028,6
2016-09-07 10:00:00,296.0,2540.8,54.508,27.06,342.6,14.58,1012,6
2016-09-07 10:15:00,308.0,2545.6,63.32,26.46,190.8,14.52,972,6
2016-09-07 10:30:00,306.0,2547.2,68.872,22.8,187.8,13.8,1006,6
2016-09-07 10:45:00,332.0,2536.0,67.24,23.82,348.0,13.6,990,6
2016-09-07 11:00:00,337.0,2553.6,68.872,22.02,393.6,16.84,940,6
2016-09-07 11:15:00,336.0,2537.6,70.504,26.4,386.4,13.88,988,6
2016-09-07 11:30:00,334.0,2547.2,68.872,28.32,394.2,12.02,1036,6
2016-09-07 11:45:00,291.0,2552.0,67.24,25.26,397.8,12.12,1038,6
2016-09-07 12:00:00,298.0,2561.6,68.872,20.28,383.4,14.02,976,6
2016-09-07 12:15:00,274.0,2558.4,63.648,12.6,390.6,12.8,948,6
2016-09-07 12:30:00,269.0,2552.0,65.28,6.24,399.6,11.76,990,6
2016-09-07 12:45:00,269.0,2561.6,62.996,15.18,378.0,11.32,1084,6
2016-09-07 13:00:00,276.0,2574.4,57.448,21.48,372.6,12.52,1092,6
2016-09-07 13:15:00,260.0,2561.6,55.816,19.98,407.4,9.16,1106,6
2016-09-07 13:30:00,248.0,2550.4,56.14,26.94,381.0,11.16,1154,6
2016-09-07 13:45:00,256.0,2553.6,56.468,17.58,341.4,11.48,1298,6
2016-09-07 14:00:00,236.0,2553.6,62.016,23.4,364.2,6.94,1148,6
2016-09-07 14:15:00,217.0,2561.6,61.688,14.1,381.6,6.98,1144,6
2016-09-07 14:30:00,245.0,2553.6,63.976,12.3,412.2,6.72,1074,6
2016-09-07 14:45:00,242.0,2563.2,59.404,15.0,408.0,6.8,1060,6
2016-09-07 15:00:00,260.0,2555.2,62.996,13.14,411.6,9.18,1046,6
2016-09-07 15:15:00,254.0,2547.2,65.608,19.62,394.8,7.46,992,6
2016-09-07 15:30:00,256.0,2553.6,63.648,12.54,391.2,7.12,990,6
2016-09-07 15:45:00,248.0,2540.8,67.24,9.18,374.4,6.8,970,6
